State,ZIP Code,Registration Date,Vehicle Make,Vehicle Model,Vehicle Model Year,Drivetrain Type,Vehicle GVWR Class,Vehicle Category,Vehicle Count,DMV Snapshot ID,DMV Snapshot (Date),Latest DMV Snapshot Flag
VT,5452,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5672,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5855,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5826,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,6902,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5660,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5641,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5602,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5251,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5655,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5495,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5641,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5452,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5495,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5486,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5482,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5401,6/1/23,TESLA,MODEL Y,2020,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5143,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5055,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5673,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5828,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5491,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5404,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5676,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5641,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5262,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5819,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5403,6/1/23,TESLA,MODEL Y,2023,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5482,6/1/23,TESLA,MODEL S,2015,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5403,6/1/23,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5673,6/1/23,TESLA,MODEL S,2016,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5403,6/1/23,TESLA,MODEL S,2014,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5495,6/1/23,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5465,6/1/23,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5055,6/1/23,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5401,6/1/23,TESLA,MODEL S,2017,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5403,6/1/23,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5461,6/1/23,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5301,6/1/23,TESLA,MODEL S,2018,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5445,6/1/23,TESLA,MODEL S,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
